contentID,headline,categories
www.arkansasonline.com/news/2018/aug/27/little-rock-man-accused-selling-heroin-basement-wi/,Little Rock man accused of selling heroin from basement window,/News/Arkansas/Crime/News/News
www.arkansasonline.com/news/2018/aug/27/police-north-little-rock-man-says-he-doesnt-drink-/,Police: North Little Rock man says he doesn't drink and drive 'often',/News/Arkansas/Crime  
www.arkansasonline.com/news/2018/aug/27/inmate-pulaski-county-jail-accused-assault-urine/,Inmate at Pulaski County jail accused of assault with urine,/News/Arkansas/Crime  
www.arkansasonline.com/news/2018/aug/08/china-exports-accelerated-july-despite-rise-us-tar/,China exports accelerated in July despite rise in U.S. tariffs,"/Business, /Business/National, /Business/World-Business, /News/National  "
www.arkansasonline.com/news/2018/aug/08/latest-manafort-trial-longtime-deputy-says-ex-trum/,LATEST ON MANAFORT TRIAL: FBI accountant lays out ex-Trump campaign chairman's paper trail,"/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/aug/08/arkansan-who-sexually-assualted-teen-sent-her-hara/,"Arkansan who sexually assaulted teen, sent her harassing texts gets 4 years in prison","/News/Arkansas, /News/Arkansas/Crime, /News/Arkansas/Hot-Springs  "
www.arkansasonline.com/news/2018/aug/14/arkansas-hepatitis-outbreak-unusually-severe-healt/,"Arkansas hepatitis A outbreak unusually severe, health officials say","/News/Arkansas, /News/Arkansas/Northeast  "
www.arkansasonline.com/news/2018/aug/03/national-rig-count-down-4-1044-west-virginia-loses/,"National rig count down by 4 to 1,044; West Virginia loses 3",/News/Arkansas  
www.arkansasonline.com/news/2018/jul/18/publisher-gives-ride-stranger-who-turns-out-be-esc/,Publisher gives ride to stranger who turns out to be escapee,"/News, /News/National  "
www.arkansasonline.com/news/2018/jul/18/part-arkansas-risk-storms-other-portions-state-hea/,Parts of Arkansas at risk for severe storms; other portions of state in heat advisory,"/News, /News/Arkansas, /Weather  "
www.arkansasonline.com/news/2018/jul/01/woman-jailed-after-husband-69-hurt-2018/,"Woman jailed after husband, 69, hurt","/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/15/gas-blasts-shake-3-massachusetts-cities/,Gas blasts shake 3 Massachusetts cities,/News/National  
www.arkansasonline.com/news/2018/aug/31/back-to-1998-20180831/,Back to 1998,"/Editorial, /Editorial/Columns  "
www.arkansasonline.com/news/2018/aug/09/buoyed-donations-rep-plans-new-productions-2019/,"Buoyed by donations, Little Rock's The Rep plans new productions for 2019","None/Lr, /News, /News/Arkansas, /News/Arkansas/Central, /News/Arkansas/Entertainment-And-Culture/Arts & Entertainment/Performing Arts/Acting & Theater/Arts & Entertainment/Performing Arts/Acting & Theater"
www.arkansasonline.com/news/2018/sep/06/hogs-shopping-talent-familuer-school/,Hogs shopping talent at familiar school,"None/Recruiting, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/College/Razorbacks/Razobacks-College-Recruiting  "
www.arkansasonline.com/news/2018/aug/05/armed-and-not-ready-20180805/,Armed and not ready: No favorite emerges as Arkansas starting quarterback,"/Sports, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest  "
www.arkansasonline.com/news/2018/sep/19/sesame-street-wants-clarify-bert-and-ernie-arent-g/,'Sesame Street' wants to clarify: Bert and Ernie aren't gay,"/Entertainment,   "
www.arkansasonline.com/news/2018/aug/09/after-3-days-gates-finishes-his-testimo/,"After 3 days, Gates finishes his testimony","/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/sep/28/in-the-news-20170928/,In the news,/News/National/Law & Government/Law & Government
www.arkansasonline.com/news/2018/aug/19/arkansan-billy-bob-thornton-a-goliath-a/,Arkansan Billy Bob Thornton a Goliath among actors,"/Entertainment/Features/Columnists, /Entertainment/Features/Style, /Entertainment/Television/Arts & Entertainment/Movies/Arts & Entertainment/Movies"
www.arkansasonline.com/news/2018/aug/20/pope-sex-abuse-we-showed-no-care-little-ones/,"Pope: No effort spared to fight abuse, but offers no details",/News/World  
www.arkansasonline.com/news/2018/aug/20/little-news-more-entertaining-than-big-/,Little news more entertaining than big,/Entertainment/Features/Style  
www.arkansasonline.com/news/2018/aug/20/helpful-hints-20180820/,Helpful Hints,/Entertainment/Features/Style  
www.arkansasonline.com/news/2018/jul/19/police-74-year-old-arkansan-dies-after-vehicle-rol/,"Police: 74-year-old Arkansan dies after SUV rolls in crash, ejects him","/News, /News/Arkansas, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/may/19/police-prank-gone-wrong-north-little-rock-eatery-l/,"Police: Prank gone wrong at North Little Rock eatery leads to knife fight, arrest","/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/01/divorces-20180701/,Divorces,/News/Arkansas/Northwest  
www.arkansasonline.com/news/2018/sep/29/masterson-online-one-toxic-soup/,MASTERSON ONLINE: One toxic ‘soup’,"/Editorial/Columns, /Editorial/Columns/Local, /Editorial/Northwest, /Editorial/Perspective/Columnists,   "
www.arkansasonline.com/news/2018/aug/14/national-basketball-analyst-high-hogs-targets/,National basketball analyst high on Hogs' targets,"None/Recruiting, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/College/Razorbacks/Razobacks-College-Recruiting  "
www.arkansasonline.com/news/2018/aug/14/u-s-ryder-cup-team-shaping-up-20180814/,U.S. Ryder Cup team shaping up,"/Sports, /Sports/Pros/Golf  "
www.arkansasonline.com/news/2018/aug/21/lr-mcclellan-runs-past-pb-dollarway-in-/,LR McClellan runs past PB Dollarway in opener,"/Sports, /Sports/Prep/Football  "
www.arkansasonline.com/news/2018/sep/22/neighbor-arrested-charged-battery-little-rock/,"Neighbor arrested, charged in battery in Little Rock",/News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice
www.arkansasonline.com/news/2018/aug/17/realtors-quiz-lr-mayoral-candidates-201/,Realtors quiz LR mayoral candidates,"/News/Arkansas, /News/Politics/Arkansas/Law & Government/Law & Government"
www.arkansasonline.com/news/2018/aug/17/letters-20180817/,Letters,"/Editorial, /Editorial/Letters, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/aug/17/senate-press-not-people-s-enemy-2018081/,Senate: Press not people's enemy,"/News/National, /News/Politics/National, /News/Trump  "
www.arkansasonline.com/news/2018/sep/03/kavanaugh-file-limits-draw-democrats-ir/,Kavanaugh-file limits draw Democrats' ire,/News/National  
www.arkansasonline.com/news/2018/jul/12/trump-pounces-on-nato-20180712/,"Trump pounces on NATO, but he signs declaration on solidarity","/News/National, /News/Politics/National, /News/Trump, /News/World/News/Politics, /Law & Government/Government/News/Politics, /Law & Government/Government"
www.arkansasonline.com/news/2018/sep/28/new-johnny-cash-museum-planned-country-stars-birth/,New Johnny Cash museum planned in country star's Arkansas birthplace,"/News, /News/Arkansas, /News/Arkansas/Entertainment-And-Culture/News/News"
www.arkansasonline.com/news/2018/sep/03/stabbing-blamed-on-sleep-interruptions-/,"Stabbing in Little Rock blamed on sleep interruptions, police say","/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/03/suspicious-death-female-little-rock-being-investig/,"'Suspicious death' of female in Little Rock being investigated as homicide, police say","None/Lr, /News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/18/north-little-rock-police-name-man-who-was-shot-fac/,North Little Rock police name man who was shot in face; witness says shooter accidentally pulled trigger,"None/Nlr, /News/Arkansas, /News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2018/jul/28/state-sports-briefs/,State sports briefs,/Sports  
www.arkansasonline.com/news/2018/jul/21/big-river-flows-smoothly-argenta-community-theater/,Big River flows smoothly at Argenta Community Theater,"/Entertainment, /Entertainment/Music,   "
www.arkansasonline.com/news/2018/jul/26/letters-20180726/,Letters,"/Editorial, /Editorial/Letters, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/aug/29/letters-20180829/,Letters,"/Editorial, /Editorial/Letters, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/aug/29/death-of-an-american-hero-20180829/,Death of an American hero,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/jul/08/man-67-is-killed-in-lightning-strike-20/,"Man, 67, is killed in lightning strike",/News/Arkansas  
www.arkansasonline.com/news/2018/jul/08/letters-20180708-1/,Letters,"/Editorial, /Editorial/Letters, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/jul/08/drawn-to-arkansas-20180708/,"Drawn to Arkansas: Graphic novelist, North Little Rock native sets latest story in Ozarks","/Entertainment/Features/Style,   "
www.arkansasonline.com/news/2018/aug/18/masterson-online-nutrients-spilling-over/,MIKE MASTERSON: Nutrients spilling over,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local, /Editorial/Northwest, /Editorial/Northwest/Politics, /Editorial/Opinion, /Subscriber/Opinion  "
www.arkansasonline.com/news/2018/sep/04/spiraling-down-20180904/,Spiraling down,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local  "
www.arkansasonline.com/news/2018/sep/21/good-times-20180921/,"MOVIE REVIEW: A wizard, a witch, a boy wonder and lots of eye candy sure to thrill the kids in 'The House With a Clock in Its Walls'","/Entertainment/Movies,   "
www.arkansasonline.com/news/2018/sep/24/drinks-consumed-in-closed-eatery-knife-/,Police: Drinks consumed in closed North Little Rock eatery,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/19/interview-trump-says-i-dont-have-attorney-general/,"In interview, Trump says: 'I don't have an attorney general'","/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/sep/02/letters-20180902/,Letters,"/Editorial, /Editorial/Letters  "
www.arkansasonline.com/news/2018/jul/01/arkansas-game-and-fish-commission-reviewing-propos/,Arkansas Game and Fish Commission reviewing proposed ban on turtle harvesting,"/News/Arkansas, /Sports/Outdoors/Hunting  "
www.arkansasonline.com/news/2018/sep/28/three-gas-station-employees-arrested-illegal-gambl/,"Police: 3 gas station employees arrested, charged with keeping gambling house","None/Nlr, /News, /News/Arkansas, /News/Arkansas/Central, /News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2018/sep/24/police-51-year-old-arrested-death-homeless-man-fou/,Sheriff's office: 51-year-old arrested in death of man found near central Arkansas bridge,"/News/Arkansas, /News/Arkansas/Central, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/22/senators-await-decision-of-kavanaugh-s-/,Senators await decision of Kavanaugh's accuser,"/News/National, /News/Politics/National/News/Politics, /Law & Government/News/Politics, /Law & Government"
www.arkansasonline.com/news/2018/sep/25/state-sports-briefs-20180925/,"Sources: Hogs, Trojans baseball teams to scrimmage soon",/Sports  
www.arkansasonline.com/news/2018/sep/09/full-loan-relief-a-rarity-for-defrauded/,Full loan relief a rarity for defrauded students,/News/National  
www.arkansasonline.com/news/2018/sep/09/woodward-book-s-shock-value-20180906/,Woodward’s book shows shock value bar falling,"/Editorial, /Editorial/Perspective  "
www.arkansasonline.com/news/2018/sep/09/rubio-s-paid-family-leave-plan-20180909/,Rubio's paid family leave plan,"/Editorial, /Editorial/Perspective  "
www.arkansasonline.com/news/2018/sep/03/lsu-off-running-in-rout-of-miami-201809/,"LSU off, running in rout of Miami","/Sports, /Sports/College/Football  "
www.arkansasonline.com/news/2018/sep/03/royals-are-losing-financially-as-well-2/,Royals are losing financially as well,"/Sports, /Sports/Pros/Baseball  "
www.arkansasonline.com/news/2018/sep/18/new-indictment-issued-against-arkansan-accused-try/,New indictment issued against Arkansan accused of trying to kill U.S. airman in Japan,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/19/arkansas-add-15-sports-hall-honor/,Arkan,/Sports/College  
www.arkansasonline.com/news/2018/jul/20/bulldogs-putting-2nd-at-26-in-past-2018/,SEC FOOTBALL PREVIEW: Bulldogs putting 2nd and 26 to bed,"/Sports, /Sports/College/Football, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/College/SEC/Football  "
www.arkansasonline.com/news/2018/jul/12/explore-museum-mysteries-on-travel-chan/,The TV Column: Explore museum mysteries on Travel Channel,"/Entertainment/Features/Columnists, /Entertainment/Features/Northwest, /Entertainment/Features/Northwest/Our-Town, /Entertainment/Television, /Entertainment/Out-About  "
www.arkansasonline.com/news/2018/sep/22/news/,In the news,/News/National  
www.arkansasonline.com/news/2018/jul/22/we-might-all-be-better-20180722/,We might all be better,"/Editorial, /Editorial/Opinion, /Editorial/Perspective, /Editorial/Perspective/Columnists  "
www.arkansasonline.com/news/2018/aug/11/horoscopes-by-holiday-20180811/,Horoscopes by Holiday,/Entertainment/Features/Style  
www.arkansasonline.com/news/2018/aug/11/husband-s-sticker-shock-slows-sectional/,AT HOME: Husband's sticker shock slows sectional selection,/Entertainment/Features/Style  
www.arkansasonline.com/news/2018/aug/11/helpful-hints-20180811/,Helpful Hints,/Entertainment/Features/Style  
www.arkansasonline.com/news/2018/aug/11/dear-abby-friend-lends-her-wedding-dres/,DEAR ABBY: Friend lends her wedding dress but isn't invited to wedding,"/Entertainment/Features, /Entertainment/Features/Northwest, /Features/Columnists/Dear-Abby  "
www.arkansasonline.com/news/2018/sep/22/police-boy-5-dies-gunshot-wound-little-rock/,"Police: Boy, 5, dies from gunshot wound in Little Rock",/News/Arkansas  
www.arkansasonline.com/news/2018/sep/17/corning-man-killed-in-u-s-67-crash-2017/,"Bella Vista man struck, killed on I-49","/News/Arkansas, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/jul/19/rangers-try-to-foot-cost-of-winning-201/,"With no money left to cover another road trip, Little Rock Rangers try to foot cost of winning","/Sports, /Sports/Pros/Soccer  "
www.arkansasonline.com/news/2018/jul/21/u-s-not-onboard-ukraine-vote-call-white/,"U.S. not onboard Ukraine vote call, White House says","/News/National, /News/Politics/National, /News/Trump, /News/World  "
www.arkansasonline.com/news/2018/sep/16/nfl-arkansans-20180916/,NFL Arkansans,"/Sports, /Sports/Pros/Football  "
www.arkansasonline.com/news/2018/sep/26/judge-dismisses-suit-filed-against-hsu--1/,Judge dismisses suit filed against HSU president,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/26/chemical-engineer-leaves-10-8m-to-uafs-/,Chemical engineer leaves $10.8M to UAFS,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/26/trump-questions-story-of-kavanaugh-accu-1/,Trump questions story of Kavanaugh accuser,"/News/National, /News/Politics/National, /News/Trump  "
www.arkansasonline.com/news/2018/aug/04/keep-off-the-grass-20180804/,OPINION - EDITORIAL : Keep off the grass,"/Editorial, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/aug/04/a-serious-mistake-20180804/,OPINION: A serious mistake,/Editorial  
www.arkansasonline.com/news/2018/apr/12/morris-confirms-players-suspended-from-/,UA’s Morris confirms players suspended from practice as frat house scuffle investigated,"/Sports, /Sports/College/Football, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest/Sports/College Sports, /Sports/Team Sports/American Football/Sports/College Sports, /Sports/Team Sports/American Football"
www.arkansasonline.com/news/2018/aug/04/chief-chavis-still-styling-and-profiling/,Commentary: Chief Chavis still styling and profiling,"None/Adgsports, /Sports, /Sports/College/Razorbacks-College  "
www.arkansasonline.com/news/2018/aug/04/man-s-best-friend-20180804/,Man's best friend,"/Editorial, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/aug/04/keep-our-big-tent-20180804/,OPINION: Keep our big tent,"/Editorial, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/jul/17/former-arkansas-art-teacher-pleads-not-guilty-sexu/,Former Arkansas art teacher pleads not guilty to sexual assault of student,"/Extras/Crime-Extras, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/05/three-little-rock-gas-stations-robbed-2-holdups-re/,3 Little Rock gas stations report robberies in 4 days; police believe 2 holdups linked,"None/Lr, /News/Arkansas, /News/Arkansas/Crime/Law & Government/Public Safety/Crime & Justice/Law & Government/Public Safety/Crime & Justice"
www.arkansasonline.com/news/2017/sep/10/new-hendrix-coordinator-aims-meld-college-communit/,"Sarah Donaghy: New Hendrix coordinator aims to meld college, community","/Promotions/Rivervalley, /Promotions/River Valley/Rivervalley-Front-And-Center, /Promotions/River Valley/Rivervalley-Latest  "
www.arkansasonline.com/news/2018/jul/30/school-check-ins-set-this-week-in-lr-on/,Education notebook,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/02/james-hale-davidson-20180902/,James Hale Davidson,"/Entertainment/Features/Highprofile,   "
www.arkansasonline.com/news/2018/jul/23/harvick-uses-bump-and-run-to-outduel-bu/,"Harvick uses bump-and-run to outduel Busch, win in N.H.","/Sports, /Sports/Pros/MotorSports/Nascar  "
www.arkansasonline.com/news/2018/jul/01/helicopter-carrying-commandos-frees-notorious-fren/,Helicopter carrying commandos frees notorious French inmate,/News/World  
www.arkansasonline.com/news/2018/jul/01/trump-delaying-nafta-deal-until-after-midterm-elec/,Trump delaying NAFTA deal until after midterm elections,"/Business/National, /Business/World-Business,   "
www.arkansasonline.com/news/2018/jul/18/12-more-of-jupiter-s-moons-found-201807/,12 more of Jupiter's moons found,/News/National  
www.arkansasonline.com/news/2018/aug/02/man-who-swiped-shark-says-hes-activist-not-crimina/,"Man who swiped shark says he's 'activist, not a criminal'","/Apoddities,   "
www.arkansasonline.com/news/2018/may/18/boeing-737-crashes-104-passengers-aboard-cuban-med/,Airliner with 110 aboard crashes in Cuba; 3 said to survive,/News/World  
www.arkansasonline.com/news/2018/jul/27/bombings-prompt-cameroon-closings-next-/,Tenth black rhino dies after transfer,/News/World  
www.arkansasonline.com/news/2018/sep/24/contest-six-flags-st-louis-offers-perks-people-who/,"In contest, Six Flags St. Louis offers perks for people who spend 30 hours in coffin","[News] /region/Missouri, /Apoddities,   "
www.arkansasonline.com/news/2018/aug/20/for-love-of-reason-20180820/,For love of reason,"/Editorial, /Editorial/Columns  "
www.arkansasonline.com/news/2018/jul/29/when-fact-checkers-are-wrong/,When fact-checkers are wrong,"/Editorial, /Editorial/Perspective  "
www.arkansasonline.com/news/2018/jul/29/the-summer-of-fortnite-20180729/,The summer of Fortnite,"/Editorial, /Editorial/Perspective  "
www.arkansasonline.com/news/2018/jul/28/letters-20180728/,Letters,"/Editorial, /Editorial/Letters  "
www.arkansasonline.com/news/2018/jul/29/letters-20180729/,Letters,"/Editorial, /Editorial/Letters, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/aug/30/the-truth-will-set-us-free-20180830/,The truth will set us free,"/Editorial, /Editorial/Columns  "
www.arkansasonline.com/news/2018/jul/29/deadly-northern-california-wildfire-rages-largely-/,Deadly Northern California wildfire rages largely unchecked,"/News, /News/National  "
www.arkansasonline.com/news/2018/jul/30/bitten-by-the-bug-s-20180730/,Arkansas couple has spent years documenting state’s insect population,"/Entertainment/Features/Style, /Science/Biological Sciences/Science/Biological Sciences"
www.arkansasonline.com/news/2018/jul/30/gridiron-players-will-trump-2016-201807/,Gridiron players will trump 2016,"/Entertainment/Features/Style,   "
www.arkansasonline.com/news/2018/jul/29/gallery-100-photos-years-cardboard-boat-races-arka/,GALLERY: AT-AT in the water + more photos from this year's Star Wars-themed Cardboard Boat Races in Arkansas,"/News, /News/Arkansas  "
www.arkansasonline.com/news/2018/may/19/shots-in-texas-school-kill-10-people-20-1/,Shots in Texas school kill 10 people,/News/National  
www.arkansasonline.com/news/2018/sep/15/letters-20180915/,Letters,"/Editorial, /Editorial/Letters  "
www.arkansasonline.com/news/2018/sep/20/asu-s-d-line-ready-to-tackle-challenge-/,ASU's D-line ready to tackle challenge,"/Sports, /Sports/College/Asu, /Sports/College/Football  "
www.arkansasonline.com/news/2018/sep/23/magic-in-the-air-20180923/,Magic in the air,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local  "
www.arkansasonline.com/news/2018/sep/13/response-from-hogs-pleasing-20180913/,Response from Hogs pleasing,"/Sports, /Sports/College/Football, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest  "
www.arkansasonline.com/news/2018/sep/12/texas-officer-who-fatally-shot-teen-fir/,1 of Elizabeth Smart's kidnappers to get out early,/News/National  
www.arkansasonline.com/news/2018/sep/30/food-tracking-plan-wins-praise-20180930/,Walmart's food-tracking plan wins praise,"/Business, /Business/Arkansas, /Business/Arkansas/Walmart, /Business/National,   "
www.arkansasonline.com/news/2018/jun/29/time-out-arkansas-de-target-zach-williams/,The Recruiting Guy: TIME OUT: Arkansas DE target Zach Williams,"None/Recruiting, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/College/Razorbacks/Razobacks-College-Recruiting  "
www.arkansasonline.com/news/2018/aug/07/3-killings-on-calls-probed-by-police-20/,3 officer-involved shootings in Arkansas probed by state police,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/aug/24/sheriffs-office-arkansas-father-charged-murder-inf/,Sheriff's office: Arkansas father charged with murder in infant's death,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/aug/25/opener-follows-charleston-s-recent-scri/,Opener follows Charleston's recent script,"/Sports, /Sports/Prep/Football  "
www.arkansasonline.com/news/2018/jul/16/harrison-man-dies-rollover-crash-state-police-say/,"Arkansas man dies in rollover crash on state highway, police say","/News, /News/Arkansas, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/sep/23/introducing-cast-iron-cooking-20180923/,Introducing cast-iron cooking,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local  "
www.arkansasonline.com/news/2018/sep/20/chatty-patty-takes-over-conversation-at-1/,Chatty Patty takes over conversation at family gatherings,"/Entertainment/Features/Northwest, /Entertainment/Features/Northwest/Our-Town, /Entertainment/Out-About  "
www.arkansasonline.com/news/2018/apr/14/mike-masterson-can-divided-nation-heal/,MIKE MASTERSON: Can divided nation heal?,"/Editorial, /Editorial/Columns, /Editorial/Columns/Local, /Editorial/Northwest, /Editorial/Opinion, /Editorial/Perspective, /Editorial/Perspective/Columnists  "
www.arkansasonline.com/news/2018/aug/31/four-more-utilities-propose-rate-cuts-2/,Four more utilities propose rate cuts,"/Business, /Business/Arkansas/Business & Industrial/Energy & Utilities/Business & Industrial/Energy & Utilities"
www.arkansasonline.com/news/2018/aug/01/helpful-hints-20180801/,Helpful Hints,/Entertainment/Features/Food  
www.arkansasonline.com/news/2018/aug/01/squash-query-nets-two-soups-and-a-side-/,Idea Alley: Squash query nets two soups and a side dish,/Entertainment/Features/Food/Food & Drink/Cooking & Recipes/Food & Drink/Cooking & Recipes
www.arkansasonline.com/news/2018/aug/01/put-on-spread-with-alese-s-garlic-bread/,Front Burner: Put on spread with Alese's garlic bread,"/Entertainment/Features/Columnists, /Entertainment/Features/Food,   "
www.arkansasonline.com/news/2018/aug/01/reading-nook-20180801/,Reading Nook,/Entertainment/Features/Food  
www.arkansasonline.com/news/2018/aug/28/briefly/,Briefly,/Sports/Outdoors  
www.arkansasonline.com/news/2018/aug/28/wedington-opens-dove-hunt/,Wedington opens for dove hunt,/Sports/Outdoors  
www.arkansasonline.com/news/2018/aug/17/trump-nixes-92m-military-parade-blames-dc-high-cos/,"Trump nixes $92M military parade, blames D.C. for high cost","/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/jul/31/opening-date-set-second-red-robin-restaurant-centr/,Opening date set for second Red Robin restaurant in central Arkansas,"/Entertainment/Features/Food, /News, /News/Arkansas, /News/Arkansas/Central  "
www.arkansasonline.com/news/2018/aug/07/ua-to-go-with-interim-art-chief-in-2018/,UA to go with interim art chief in 2018-19,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/28/eating-its-children-20180928/,BRET STEPHENS: Eating its children,"/Editorial, /Editorial/Columns  "
www.arkansasonline.com/news/2018/aug/22/texas-man-killed-when-tractor-trailer-overturns-hi/,24-year-old truck driver killed after vehicle overturns on Arkansas highway,"[News] /region/Texas, /News, /News/Arkansas, /News/Arkansas/Central, /News/Fatalwrecks  "
www.arkansasonline.com/news/2018/aug/10/reaping-bitter-sown-seeds-20180810/,Review: Reaping bitter-sown seeds,"/Entertainment/Movies,   "
www.arkansasonline.com/news/2018/sep/27/securities-and-exchange-commission-files-complaint/,Securities and Exchange Commission files complaint against Tesla's Elon Musk,"/Business/National, /News/National  "
www.arkansasonline.com/news/2018/sep/27/there-s-no-kirk-to-captain-aggies-past-/,There's no Kirk to captain Aggies past Hogs,"/Sports, /Sports/College, /Sports/College/Football, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest, /Sports/Columnists, /Sports/Columnists/Like-It-Is  "
www.arkansasonline.com/news/2018/sep/26/man-finds-snake-trash-can-after-picking-garbage-pa/,Man finds snake in trash can after picking up garbage from park,/Apoddities  
www.arkansasonline.com/news/2018/aug/05/2-killings-friday-linked-to-police-2018/,2 killings in Arkansas linked to police,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/sep/26/u-s-iran-feud-on-u-n-stage-20180926/,"U.S., Iran feud on U.N. stage","/News/National, /News/Politics/National, /News/Trump, /News/World  "
www.arkansasonline.com/news/2018/jul/10/u-s-soccer-might-try-the-youth-movement/,Like it Is: U.S. Soccer might try the youth movement,"/Sports, /Sports/Columnists/Like-It-Is, /Sports/Pros/Soccer  "
www.arkansasonline.com/news/2018/jul/11/3-baby-sitting-teens-arrested-after-vid/,3 baby-sitting teens arrested after video with Taser posted,"/News/Arkansas, /News/Arkansas/Crime  "
www.arkansasonline.com/news/2018/jul/08/back-to-buffalo-20180708/,OPINION: MIKE MASTERSON: Back to Buffalo,"/Editorial, /Editorial/Columnists, /Editorial/Northwest, /Editorial/Opinion  "
www.arkansasonline.com/news/2018/jul/10/not-voting-is-not-an-option-20180710/,PHILIP MARTIN: Not voting is not an option,"/Editorial, /Editorial/Columns, /Editorial/Opinion,   "
www.arkansasonline.com/news/2018/jul/11/lottery-tops-91m-for-state-students-201-1/,Lottery tops $91M for state students,/News/Arkansas  
www.arkansasonline.com/news/2018/sep/25/roughing-it-in-a-camper-cabin-20180925/,ARKANSAS SIGHTSEEING: Roughing it in a camper cabin,"/Entertainment/Features/Arkansas-Tourism, /Entertainment/Features/Style, /Hobbies & Leisure/Outdoors/Hiking & Camping, /Travel/Tourist Destinations/Hobbies & Leisure/Outdoors/Hiking & Camping, /Travel/Tourist Destinations"
www.arkansasonline.com/news/2018/aug/02/manafort-trial-prosecutors-say-they-want-business-/,MANAFORT TRIAL: Prosecutors say they want business associate of ex-Trump campaign chairman to testify,"/News/National, /News/Politics/National  "
www.arkansasonline.com/news/2018/aug/02/trump-looks-at-25-tariffs-to-prod-china/,Trump looks at 25% tariffs to prod China,"/Business/National, /Business/World-Business, /News/National, /News/Politics, /News/Trump  "
www.arkansasonline.com/news/2018/aug/21/morris-state-eager-for-football-winner-/,"In Little Rock, Hogs coach Chad Morris says state eager for football winner","/Sports, /Sports/College/Razorbacks/Razobacks-College-Football, /Sports/College/Razorbacks/Razobacks-College-Latest  "
www.arkansasonline.com/news/2018/jul/19/injuries-reported-blast-pennsylvania-army-depot/,Injuries reported in blast a Pennsylvania Army depot,/News/National  
www.arkansasonline.com/news/2018/sep/04/seminoles-sloppy-in-taggart-s-debut-201/,Seminoles sloppy in Taggart's debut,"/Sports, /Sports/College/Football  "
www.arkansasonline.com/news/2018/jul/12/federer-stunned-2-rivals-advance-201807/,WIMBLEDON: Federer stunned; 2 rivals advance,"/Sports, /Sports/Pros/Tennis  "
